ess_round,year,response_category,freq,percent,cum_percent
11,2023,"Mould or rot in windows, doors and floors",138.7523,6.88,
11,2023,Damp walls or leaking roof,124.9842,6.2,
11,2023,Lack of indoor flushing toilet,27.1487,1.35,
11,2023,Neither bath nor shower,36.1381,1.79,
11,2023,Overcrowding,68.1942,3.38,
11,2023,Extremely hot or extremely cold,49.2971,2.44,
11,2023,Noise,39.8399,1.98,
11,2023,Presence of insects or rodents,62.8359,3.12,
