ess_round,year,response_category,freq,percent,cum_percent
10,2021/22,Extremely dissatisfied,48.366,2.79,2.79
10,2021/22,1,24.7878,1.43,4.22
10,2021/22,2,70.8944,4.09,8.3
10,2021/22,3,83.653,4.82,13.12
10,2021/22,4,78.5072,4.52,17.65
10,2021/22,5,177.215,10.21,27.86
10,2021/22,6,192.5679,11.1,38.96
10,2021/22,7,343.6046,19.8,58.77
10,2021/22,8,399.2796,23.01,81.78
10,2021/22,9,201.5613,11.62,93.4
10,2021/22,Extremely satisfied,114.5631,6.6,100.0
